symbol,rebalance_date,config,sent_lookback,sent_strength,pp_lookback,pp_strength,avg_sent,avg_pp,mu_tilt,current_price,mu_base,mu,1mo_median,1mo_realized,1mo_err,1mo_abs_err,1mo_pct_err,1mo_dir_hit,3mo_median,3mo_realized,3mo_err,3mo_abs_err,3mo_pct_err,3mo_dir_hit,6mo_median,6mo_realized,6mo_err,6mo_abs_err,6mo_pct_err,6mo_dir_hit,1yr_median,1yr_realized,1yr_err,1yr_abs_err,1yr_pct_err,1yr_dir_hit
SPY,2022-04-12,baseline,0,0.0,0,0.0,,,0.0,414.7423095703125,0.06584311257313712,0.06584311257313712,414.39304681043967,371.26104736328125,43.13199944715842,43.13199944715842,11.617701278786054,1,414.9375270597152,359.1510925292969,55.78643453041832,55.78643453041832,15.532859481937306,0,416.8474395348385,340.2528076171875,76.59463191765099,76.59463191765099,22.511094751590196,0,421.84890841965773,396.9126892089844,24.936219210673357,24.936219210673357,6.282545226853108,0
SPY,2022-04-12,sent_only,21,0.005,0,0.0,,,0.0,414.7423095703125,0.06584311257313712,0.06584311257313712,414.39304681043967,371.26104736328125,43.13199944715842,43.13199944715842,11.617701278786054,1,414.9375270597152,359.1510925292969,55.78643453041832,55.78643453041832,15.532859481937306,0,416.8474395348385,340.2528076171875,76.59463191765099,76.59463191765099,22.511094751590196,0,421.84890841965773,396.9126892089844,24.936219210673357,24.936219210673357,6.282545226853108,0
SPY,2022-05-12,baseline,0,0.0,0,0.0,,,0.0,371.26104736328125,-0.031637216349057695,-0.031637216349057695,369.257106437771,354.8526306152344,14.404475822536597,14.404475822536597,4.059283933604349,1,369.40325366027344,405.8993225097656,-36.49606884949219,36.49606884949219,-8.991409156297403,0,366.68510126107526,376.6389465332031,-9.953845272127865,9.953845272127865,-2.642808281976322,0,364.51492252675143,397.4419250488281,-32.92700252207669,32.92700252207669,-8.284733050754877,0
SPY,2022-05-12,sent_only,21,0.005,0,0.0,,,0.0,371.26104736328125,-0.031637216349057695,-0.031637216349057695,369.257106437771,354.8526306152344,14.404475822536597,14.404475822536597,4.059283933604349,1,369.40325366027344,405.8993225097656,-36.49606884949219,36.49606884949219,-8.991409156297403,0,366.68510126107526,376.6389465332031,-9.953845272127865,9.953845272127865,-2.642808281976322,0,364.51492252675143,397.4419250488281,-32.92700252207669,32.92700252207669,-8.284733050754877,0
SPY,2022-06-13,baseline,0,0.0,0,0.0,,,0.0,354.8526306152344,-0.11270127306234645,-0.11270127306234645,353.15907130231034,359.1510925292969,-5.992021226986537,5.992021226986537,-1.6683845188352735,0,352.130200426394,373.58709716796875,-21.456896741574724,21.456896741574724,-5.743479072010743,0,347.6648410012849,380.7041320800781,-33.03929107879321,33.03929107879321,-8.678469261227681,0,340.7745801107472,420.7008972167969,-79.92631710604968,79.92631710604968,-18.99837096493327,0
SPY,2022-06-13,sent_only,21,0.005,0,0.0,,,0.0,354.8526306152344,-0.11270127306234645,-0.11270127306234645,353.15907130231034,359.1510925292969,-5.992021226986537,5.992021226986537,-1.6683845188352735,0,352.130200426394,373.58709716796875,-21.456896741574724,21.456896741574724,-5.743479072010743,0,347.6648410012849,380.7041320800781,-33.03929107879321,33.03929107879321,-8.678469261227681,0,340.7745801107472,420.7008972167969,-79.92631710604968,79.92631710604968,-18.99837096493327,0
SPY,2022-07-14,baseline,0,0.0,0,0.0,,,0.0,359.1510925292969,-0.12941841210999705,-0.12941841210999705,358.12504051920064,405.8993225097656,-47.77428199056499,47.77428199056499,-11.769983180845436,0,356.15630341385753,340.2528076171875,15.903495796670029,15.903495796670029,4.674023385153893,1,349.88995580921255,380.5446472167969,-30.654691407584323,30.654691407584323,-8.055478281401314,0,344.17553268446414,435.45758056640625,-91.2820478819421,91.2820478819421,-20.962328354281986,0
SPY,2022-07-14,sent_only,21,0.005,0,0.0,,,0.0,359.1510925292969,-0.12941841210999705,-0.12941841210999705,358.12504051920064,405.8993225097656,-47.77428199056499,47.77428199056499,-11.769983180845436,0,356.15630341385753,340.2528076171875,15.903495796670029,15.903495796670029,4.674023385153893,1,349.88995580921255,380.5446472167969,-30.654691407584323,30.654691407584323,-8.055478281401314,0,344.17553268446414,435.45758056640625,-91.2820478819421,91.2820478819421,-20.962328354281986,0
SPY,2022-08-12,baseline,0,0.0,0,0.0,,,0.0,405.8993225097656,-0.0271852285764691,-0.0271852285764691,405.2890558494031,373.58709716796875,31.70195868143435,31.70195868143435,8.485828049671857,1,405.2847778186665,376.6389465332031,28.645831285463373,28.645831285463373,7.6056476764115155,1,401.51529821155066,395.7583312988281,5.7569669127225325,5.7569669127225325,1.4546672697524534,1,400.0819336192777,427.7789001464844,-27.696966527206655,27.696966527206655,-6.47459856428692,0
SPY,2022-08-12,sent_only,21,0.005,0,0.0,,,0.0,405.8993225097656,-0.0271852285764691,-0.0271852285764691,405.2890558494031,373.58709716796875,31.70195868143435,31.70195868143435,8.485828049671857,1,405.2847778186665,376.6389465332031,28.645831285463373,28.645831285463373,7.6056476764115155,1,401.51529821155066,395.7583312988281,5.7569669127225325,5.7569669127225325,1.4546672697524534,1,400.0819336192777,427.7789001464844,-27.696966527206655,27.696966527206655,-6.47459856428692,0
SPY,2022-09-13,baseline,0,0.0,0,0.0,,,0.0,373.58709716796875,-0.11343660681932821,-0.11343660681932821,371.49427722376777,340.2528076171875,31.241469606580267,31.241469606580267,9.181840357282077,1,371.0033591473334,380.7041320800781,-9.700772932744712,9.700772932744712,-2.54811338131319,0,365.11762275451815,373.1822204589844,-8.064597704466223,8.064597704466223,-2.1610348141847195,1,354.63420473665667,434.9939270019531,-80.35972226529645,80.35972226529645,-18.473757281888588,0
